MoM Simulation Results
Geometry file: FordCar/FordCarWithoutTai.msh
Geometry format: msh
Frequency: 1.000000e+08 Hz
Tolerance: 1.000000e-06
Max iterations: 100
Mesh density: 3 elements/wavelength
Surface mesh: 4326 triangles (this determines 3D surface current plot points)

Basis functions: 4326
Iterations: 1
Converged: Yes

Current distribution (per basis function):
Index, Re(J), Im(J), |J|, Phase_deg
65, 5.670868727813e-05, -1.038833552821e-04, 1.183538200375e-04, -61.370399
66, -4.640530120380e-05, -2.402747871221e-04, 2.447149879071e-04, -100.931192
67, -4.451838556564e-04, -8.011323397339e-05, 4.523348268648e-04, -169.798502
68, -3.366546053779e-04, 1.261849328789e-04, 3.595260221567e-04, 159.452989
69, 7.868687327439e-06, -1.134571734830e-04, 1.137297078823e-04, -86.032672
70, -4.291829863001e-05, -5.360098272934e-04, 5.377253158560e-04, -94.577906
71, 1.731183326302e-04, -1.194070172994e-04, 2.103045241382e-04, -34.595667
72, -4.233226475088e-06, 4.254438783628e-05, 4.275447511961e-05, 95.682307
73, 5.283452285884e-06, -5.828192809663e-05, 5.852091942817e-05, -84.820104
74, 4.020140379244e-05, -1.722609211916e-05, 4.373661071209e-05, -23.194881
75, -3.685181701681e-05, 1.118210377148e-04, 1.177369988281e-04, 108.240188
76, 2.618191863028e-04, -2.003381119725e-04, 3.296735437141e-04, -37.422398
77, -3.504385149561e-04, -1.081464794941e-04, 3.667462525938e-04, -162.849602
78, 3.791124042971e-04, -1.295566084704e-03, 1.349895438516e-03, -73.689311
79, 1.339017282612e-04, -1.691969276713e-03, 1.697259469312e-03, -85.475067
80, 1.162571437549e-04, -8.533860769443e-06, 1.165699371780e-04, -4.198270
81, -2.698651848091e-05, -1.053335123582e-04, 1.087355553875e-04, -104.370127
82, 2.744146989806e-04, -3.085027293322e-04, 4.128890420223e-04, -48.346749
83, 3.403596985108e-05, 2.383547141782e-05, 4.155209912163e-05, 35.003647
84, -1.468759586509e-04, 2.672292070813e-05, 1.492871786886e-04, 169.688281
85, -1.553936772405e-04, -6.755940398452e-05, 1.694445867918e-04, -156.502385
86, -1.396121392803e-04, -1.921516043303e-04, 2.375158699563e-04, -126.001137
87, -2.663918719397e-04, -8.644230950648e-04, 9.045396158913e-04, -107.127886
88, -4.809786014659e-05, -9.587689586041e-04, 9.599746455680e-04, -92.871908
89, 3.989923093735e-05, 3.576485012359e-04, 3.598671964291e-04, 83.634409
90, 1.789225023324e-04, -5.369552406730e-05, 1.868059719221e-04, -16.704759
91, -6.937947794668e-05, 3.846264776689e-05, 7.932772046008e-05, 150.996857
92, -1.121693008772e-05, -1.454293694018e-04, 1.458613074300e-04, -94.410477
93, 1.556481007441e-04, 1.086130450377e-04, 1.897975890722e-04, 34.907781
94, 5.482600949871e-06, 8.068612137316e-04, 8.068798405820e-04, 89.610683
95, -1.145326789609e-03, 3.556603106000e-04, 1.199277995934e-03, 162.748773
96, -3.819610606400e-05, 1.297826256841e-05, 4.034077115954e-05, 161.233280
97, 2.839816131742e-04, -1.734773944250e-04, 3.327761454755e-04, -31.419733
98, 1.260300389734e-03, -8.332946890005e-04, 1.510872963250e-03, -33.472174
99, -4.001935536442e-04, -7.970001623992e-04, 8.918319007766e-04, -116.662362
100, 8.609761545996e-05, -4.011532955993e-04, 4.102886373739e-04, -77.886646
101, -3.705728322639e-04, -4.719757043078e-04, 6.000710703483e-04, -128.137314
102, 2.463080268841e-05, -2.412280544338e-04, 2.424822688095e-04, -84.169969
103, 3.777248668823e-04, 7.880192093786e-05, 3.858572505536e-04, 11.784169
104, 1.611322959211e-05, 7.889824953078e-05, 8.052682749810e-05, 78.457330
105, -7.945845196263e-04, -5.365910617663e-04, 9.587984805981e-04, -145.968440
106, 1.317041040665e-05, -1.434798823489e-04, 1.440830883523e-04, -84.755361
107, 4.338093600177e-04, -1.048552655323e-04, 4.463016777347e-04, -13.588238
108, -8.372198268624e-05, 1.750172720962e-04, 1.940113808953e-04, 115.564779
109, 4.066663814000e-04, -1.139952057830e-05, 4.068261235840e-04, -1.605673
110, -8.370530285998e-06, 6.920145423092e-05, 6.970586090813e-05, 96.896927
111, -1.078955962035e-05, -4.751609893761e-05, 4.872570425402e-05, -102.793311
112, -5.727727306252e-05, -1.178010713486e-04, 1.309877033174e-04, -115.929962
113, -2.048759607898e-04, -2.192233639655e-05, 2.060455001756e-04, -173.892420
114, 6.410389636220e-04, -6.305736841744e-04, 8.991963768026e-04, -44.528471
115, 3.539492423298e-04, -3.434795190978e-04, 4.932121715707e-04, -44.139947
116, 1.094483992868e-04, 4.521488153561e-04, 4.652069467822e-04, 76.392567
117, -7.566286491681e-05, 1.260316620490e-04, 1.469994862789e-04, 120.978418
118, 3.427227584923e-04, 4.121535729683e-04, 5.360312088854e-04, 50.255075
119, 1.025689308668e-04, 3.318800296172e-04, 3.473683054596e-04, 72.826014
120, 8.148925847668e-05, 2.045373109989e-04, 2.201726841317e-04, 68.277277
121, -6.461283025505e-04, -6.449195078384e-04, 9.129090617073e-04, -135.053645
122, 6.728834268493e-05, 7.647101967149e-04, 7.676649047736e-04, 84.971384
123, 5.686594409436e-05, -8.994873464487e-05, 1.064166831937e-04, -57.698765
124, -2.355250601170e-04, 5.799649757886e-04, 6.259643976174e-04, 112.102180
125, 2.478381311966e-05, -6.356354368059e-04, 6.361184212992e-04, -87.767134
126, -1.951330004511e-04, -5.143527300055e-05, 2.017981049804e-04, -165.233240
127, 7.150625755781e-04, 6.909307232968e-05, 7.183928866827e-04, 5.519083
128, -2.062325771655e-04, -1.062295804852e-05, 2.065059881021e-04, -177.051323
129, -1.293128923325e-04, 1.461298302660e-05, 1.301359419850e-04, 173.552651
130, 1.439800613701e-04, -1.844635277728e-04, 2.340022460373e-04, -52.026750
131, 7.447239240034e-05, 4.278381640348e-05, 8.588708969267e-05, 29.877036
132, 5.131169414945e-06, -2.289658443516e-06, 5.618846443251e-06, -24.047645
133, -1.656875530497e-04, -2.584630450352e-04, 3.070106038632e-04, -122.661873
134, 8.288440716215e-05, -4.023128574859e-05, 9.213241179740e-05, -25.891486
135, -1.716866455201e-04, 9.442896882065e-05, 1.959416607118e-04, 151.188870
136, 6.670160555417e-05, -4.357699055449e-05, 7.967470294447e-05, -33.157086
137, -6.634910509625e-05, -1.500804616390e-04, 1.640925004772e-04, -113.849753
138, 1.163269540776e-04, 9.572240415180e-05, 1.506477311531e-04, 39.450070
139, 1.507687343109e-05, -7.653374989689e-04, 7.654859890556e-04, -88.871440
140, -1.716527766534e-04, 7.499894168218e-05, 1.873219607688e-04, 156.398406
141, 5.518967312561e-05, -3.536682917227e-05, 6.554931445417e-05, -32.652696
142, -1.310091055840e-04, -2.375255066008e-04, 2.712595657887e-04, -118.879286
143, 2.508902891379e-05, 2.489842852722e-06, 2.521227259229e-05, 5.667493
144, -3.510421851649e-05, -8.335202297100e-05, 9.044261103601e-05, -112.838693
145, 1.772845912075e-04, 3.251731926028e-04, 3.703612175527e-04, 61.400759
146, -5.132177454723e-05, 3.074469133157e-04, 3.117010251027e-04, 99.476940
147, -5.109709675951e-04, -1.695817633651e-04, 5.383765449860e-04, -161.639954
148, -2.481037849385e-04, -4.278932891958e-04, 4.946192020530e-04, -120.106286
149, -6.421779556833e-05, -6.976289548412e-04, 7.005783924020e-04, -95.259341
150, 1.967458692011e-05, -4.931882017101e-04, 4.935804814582e-04, -87.715531
151, -3.560040244028e-04, -1.711945867980e-04, 3.950271534210e-04, -154.318112
152, -1.750116441846e-04, 1.292884006568e-04, 2.175880652623e-04, 143.545172
153, 1.108334747092e-04, 3.023240921770e-04, 3.219998692962e-04, 69.866819
154, -6.227937411516e-04, 1.623309033960e-04, 6.436018693376e-04, 165.390930
155, 1.812096733261e-05, -9.414945729006e-05, 9.587747266737e-05, -79.105493
156, 3.231739381627e-04, -1.653200277520e-05, 3.235965102151e-04, -2.928420
157, -3.174896038913e-04, -7.204808947445e-04, 7.873324382184e-04, -113.781334
158, -1.435806340774e-05, 2.613352667839e-05, 2.981803483583e-05, 118.784905
159, -7.450867616634e-05, -6.227281115355e-05, 9.710533370020e-05, -140.111820
160, -1.411176824808e-04, -2.162054841381e-04, 2.581840655039e-04, -123.132552
161, -1.641278267674e-06, -1.817350920914e-06, 2.448787194039e-06, -132.085690
162, 1.813476549544e-05, 4.563847946960e-05, 4.910947492971e-05, 68.329259
163, 9.740401640915e-06, 2.200858160916e-05, 2.406767725755e-05, 66.127117
164, 2.476270128157e-05, -1.235476894772e-04, 1.260048528824e-04, -78.666363
165, 3.779970847954e-04, 3.638139660349e-07, 3.779972598768e-04, 0.055146
166, 7.938118165344e-05, -1.253079025402e-04, 1.483355737499e-04, -57.646190
167, -1.024259460084e-04, 2.150127690457e-04, 2.381628964982e-04, 115.471797
168, -2.419483023283e-05, 1.257374636449e-04, 1.280441313527e-04, 100.891920
169, -8.798727862920e-06, -4.412875165079e-06, 9.843326634238e-06, -153.364606
170, -8.953095098918e-06, 1.127745699228e-04, 1.131294017182e-04, 94.539152
171, -1.243363381624e-05, -8.218073447391e-06, 1.490409276216e-05, -146.537088
172, -3.457614279470e-05, -5.386842840956e-05, 6.401029003118e-05, -122.694898
173, -1.929304709759e-05, -9.040017485488e-05, 9.243599558669e-05, -102.047229
174, 1.057397211929e-05, -2.366257238671e-05, 2.591768157717e-05, -65.921810
175, 5.023011563341e-04, -3.168654936520e-04, 5.938940921763e-04, -32.244865
176, 5.793952857587e-05, 2.666742476681e-04, 2.728958470570e-04, 77.742024
177, 2.993555049697e-04, -2.513835522428e-05, 3.004091464304e-04, -4.800147
178, -5.940966255986e-05, -2.526476533684e-04, 2.595387153356e-04, -103.232602
179, 3.181009177225e-05, -1.222943988408e-04, 1.263637682502e-04, -75.419839
180, 4.978747515358e-04, -9.185732062752e-04, 1.044823431736e-03, -61.541918
181, -1.835794245668e-03, -6.104836943802e-03, 6.374886243914e-03, -106.736633
182, 8.342191509309e-05, -1.840645585554e-03, 1.842535043775e-03, -87.405011
183, 1.364216123229e-03, -9.774612248932e-03, 9.869353081527e-03, -82.054707
184, 9.401695145311e-04, -7.874857117698e-04, 1.226398166296e-03, -39.949532
185, -1.441225269518e-03, -1.455161883742e-02, 1.462281577081e-02, -95.656257
186, -6.718527589463e-05, 3.611474705312e-04, 3.673436494186e-04, 100.538425
187, -3.991124854553e-04, -9.352049062389e-05, 4.099229905883e-04, -166.812315
188, 2.890268842321e-04, -5.500926737229e-04, 6.214004260479e-04, -62.281895
189, -1.201378264425e-04, -5.717251690817e-04, 5.842112343184e-04, -101.867030
190, 2.665870396322e-04, 5.567400565249e-05, 2.723384743389e-04, 11.796102
191, 1.196415306059e-03, -6.316459719393e-04, 1.352917668758e-03, -27.831758
192, -1.027310297755e-03, -7.070623644577e-04, 1.247118131977e-03, -145.461700
193, -1.963173006878e-03, -3.276969070618e-04, 1.990335026530e-03, -170.523440
194, 2.308287456626e-04, -1.831104118602e-04, 2.946376295651e-04, -38.424049
195, 3.352340829613e-05, 1.441342848384e-04, 1.479814548167e-04, 76.906671
196, 2.705124885543e-04, 1.125820581748e-04, 2.930046523295e-04, 22.596133
197, -1.259050098012e-04, -3.522094814600e-05, 1.307386197010e-04, -164.371450
198, 3.333953544684e-04, 2.014718328477e-04, 3.895425032164e-04, 31.144697
199, 2.318673608632e-04, -2.808220584929e-04, 3.641750974049e-04, -50.454412
200, 9.434624617917e-05, 1.982989401961e-04, 2.195989158694e-04, 64.555929
201, -4.113088514918e-04, -1.730168541693e-04, 4.462172152015e-04, -157.185969
202, 6.901900934816e-07, 1.000041578535e-04, 1.000065395379e-04, 89.604573
203, 1.100407213318e-04, -8.526366984965e-05, 1.392079514520e-04, -37.769865
204, -5.987815808738e-03, -1.642890932124e-02, 1.748608016810e-02, -110.025192
205, 5.668840489475e-04, -7.598075855800e-05, 5.719533203175e-04, -7.633987
206, -2.259085873354e-04, 3.929054396417e-04, 4.532211097599e-04, 119.897582
207, -1.231413089657e-04, -4.648226692574e-05, 1.316221224276e-04, -159.319935
208, -1.045741194225e-03, -1.462313972525e-02, 1.466048396437e-02, -94.090416
209, 2.004102276007e-04, 1.214197144146e-04, 2.343224410412e-04, 31.209823
210, 1.036398464508e-05, 3.966621489058e-05, 4.099781434991e-05, 75.357116
211, 1.019084836300e-04, 1.409676658788e-04, 1.739460314554e-04, 54.136044
212, 4.304835196835e-04, 1.473824479844e-05, 4.307357386830e-04, 1.960841
213, -7.721875669552e-05, -8.655777968499e-05, 1.159956275452e-04, -131.736359
214, -1.379539309450e-05, -1.405709273285e-05, 1.969555093750e-05, -134.461669
215, -4.902379130297e-05, -2.265819705643e-05, 5.400672187390e-05, -155.194197
216, 3.530764798276e-05, -3.122474636986e-04, 3.142373443629e-04, -83.548634
217, 3.245013754875e-04, 2.922015948275e-04, 4.366725486139e-04, 42.001876
218, 1.822119716732e-05, 6.871348990028e-05, 7.108836557754e-05, 75.148329
219, 1.553246564237e-05, -3.239798566536e-04, 3.243519770345e-04, -87.255188
220, 7.081168856280e-05, -9.018507471578e-05, 1.146631716752e-04, -51.861638
221, 1.232614389541e-03, -2.284842964887e-03, 2.596121262094e-03, -61.654273
222, 3.960823225689e-04, -6.451066956697e-05, 4.013014237946e-04, -9.250644
223, -2.081852486680e-04, 2.051868734247e-04, 2.923059198661e-04, 135.415585
224, -2.027542873307e-04, -2.125627841211e-04, 2.937554054384e-04, -133.647103
225, -3.127699918665e-05, 1.523384841112e-06, 3.131407637941e-05, 177.211542
226, -5.684269648485e-05, -2.070483117626e-04, 2.147093280401e-04, -105.351656
227, 1.763494916457e-04, -2.807161889814e-05, 1.785697594535e-04, -9.044558
228, -3.571732630444e-04, 1.358483405263e-04, 3.821354621826e-04, 159.176040
229, -2.400969232466e-04, 1.349125783348e-04, 2.754050405229e-04, 150.667984
230, -3.351204491184e-04, -3.261924938363e-05, 3.367042186366e-04, -174.440577
231, -5.594532970255e-04, -8.603425729846e-05, 5.660299329378e-04, -171.257387
232, -5.651264364311e-05, -2.132012707565e-04, 2.205639606638e-04, -104.845820
233, 2.510064146114e-05, 1.783186892727e-06, 2.516390186865e-05, 4.063550
234, -4.302484570538e-05, 8.084416497752e-06, 4.377779275022e-05, 169.358145
235, -6.092354908671e-04, -2.013154908765e-04, 6.416352625900e-04, -161.714403
236, 8.777806040194e-05, -1.754039056921e-06, 8.779558383506e-05, -1.144770
237, -1.026144558404e-05, -5.388731396635e-05, 5.485562753248e-05, -100.781420
238, 3.812895612835e-06, -9.596419461973e-05, 9.603991265077e-05, -87.724693
239, 5.906050887187e-05, -1.858340520729e-05, 6.191515692707e-05, -17.466196
240, -1.785776697558e-04, 2.090091765838e-04, 2.749087485542e-04, 130.510613
241, -1.137317414226e-05, -3.792350558587e-06, 1.198878696238e-05, -161.559191
242, 1.354639971174e-05, 2.819496832037e-05, 3.128036418804e-05, 64.337833
243, -1.719720287157e-04, -5.657916534810e-05, 1.810402734534e-04, -161.788684
244, -1.572097904240e-05, 1.623862038673e-05, 2.260181351388e-05, 134.072076
245, 1.599575065890e-04, 6.192236973542e-05, 1.715248780434e-04, 21.162299
246, -8.721806056573e-05, -8.903346584291e-05, 1.246352603754e-04, -134.409870
247, 1.454621331182e-05, 1.909204015220e-05, 2.400204822273e-05, 52.696247
248, -7.231195451148e-06, -4.287709661202e-05, 4.348258963687e-05, -99.572817
249, 1.062334410069e-04, -5.956688722418e-06, 1.064003107547e-04, -3.209311
250, -7.607212457493e-05, 1.442026598101e-04, 1.630379564201e-04, 117.813270
251, -4.475077875738e-04, -5.602714615400e-04, 7.170546217377e-04, -128.615547
252, 1.690079624780e-04, 3.963840361264e-06, 1.690544391946e-04, 1.343544
253, 3.288216007021e-04, 1.315988730237e-04, 3.541777921742e-04, 21.811959
254, -1.751809460816e-04, 2.889884030047e-04, 3.379388420132e-04, 121.223689
255, 1.749244361409e-04, -7.789471931772e-05, 1.914840611038e-04, -24.003647
256, 1.679695939318e-05, -4.293565930046e-05, 4.610432392327e-05, -68.633950
257, -4.229146797170e-05, 8.031164267286e-05, 9.076633854031e-05, 117.770932
258, 7.692573247128e-05, 1.240981298831e-05, 7.792029116121e-05, 9.164116
259, 5.424373812448e-05, -2.140777708937e-05, 5.831531570372e-05, -21.537115
260, 1.613075529117e-05, 1.687798295146e-04, 1.695489077442e-04, 84.540666
261, -7.205785994617e-05, -9.054513091551e-05, 1.157184337629e-04, -128.513566
262, -2.025188345717e-05, -1.428568956378e-04, 1.442852432331e-04, -98.068681
263, -1.614056177695e-04, -1.920183763718e-04, 2.508442351580e-04, -130.049530
264, -1.931762585929e-05, -7.184532640599e-06, 2.061039005219e-05, -159.599031
265, 7.239610298393e-06, -1.205690596641e-05, 1.406346112290e-05, -59.017145
266, 1.290589586634e-05, -5.786462490107e-05, 5.928639779118e-05, -77.426767
267, 5.711529703468e-06, 7.391633714031e-05, 7.413667424287e-05, 85.581524
268, 1.450933576789e-04, -6.517342867836e-05, 1.590586629148e-04, -24.188792
269, -2.617944976008e-05, 4.568206503082e-06, 2.657502775907e-05, 170.101782
270, -8.492726875912e-05, 5.619299341837e-04, 5.683114391868e-04, 98.594354
271, -3.121201008556e-05, -2.423436699419e-04, 2.443453374519e-04, -97.338858
272, 3.084604513742e-05, 3.354723921094e-05, 4.557297180672e-05, 47.402057
273, 2.102214663750e-04, -1.831680328921e-04, 2.788253811948e-04, -41.065958
274, 3.691070600498e-06, -5.302038307582e-06, 6.460310549264e-06, -55.155882
275, 1.636164928347e-04, 1.202167457906e-04, 2.030330581358e-04, 36.306478
276, -1.667874390267e-04, 2.692651038022e-04, 3.167360824767e-04, 121.774787
277, -6.246233354371e-05, 7.991756234523e-06, 6.297151164962e-05, 172.708892
278, 4.840811296725e-04, 2.069334312631e-04, 5.264560618696e-04, 23.145582
279, 1.124942589325e-04, 1.160365540866e-04, 1.616150988523e-04, 45.888030
280, -5.257393587301e-05, -3.868078493506e-04, 3.903643567904e-04, -97.740067
281, -2.319671114321e-05, 9.364060405475e-05, 9.647098079526e-05, 103.913263
282, 1.021316531931e-04, -6.658011552027e-05, 1.219171290945e-04, -33.100523
283, -2.589585190117e-04, -4.521898668042e-05, 2.628769128797e-04, -170.094956
284, -5.121456226451e-05, -1.277821050576e-04, 1.376633493741e-04, -111.840718
285, 9.207600682943e-03, -2.817632542557e-01, 2.819136594049e-01, -88.128326
286, -6.322436575822e-05, -1.799480396788e-04, 1.907317944386e-04, -109.358818
287, 2.480897879178e-05, -7.887828169331e-05, 8.268777873168e-05, -72.540475
288, 1.574871446356e-04, 6.026813946583e-05, 1.686251741590e-04, 20.941153
289, 1.220167968355e-04, -9.810384960234e-05, 1.565645682036e-04, -38.799950
290, -6.974577622577e-07, -4.339958433101e-07, 8.214619419937e-07, -148.107898
291, 2.647466065731e-04, -1.620205493327e-03, 1.641693213210e-03, -80.719708
292, -2.596455810323e-04, -9.271278468906e-05, 2.757018102849e-04, -160.349656
293, -1.120019751177e-03, -9.576318587453e-04, 1.473602056157e-03, -139.469115
294, 2.138053216072e-04, -5.404312340920e-04, 5.811872627043e-04, -68.415265
295, -3.794616838838e-05, 1.493474455960e-04, 1.540927357192e-04, 104.256036
296, -2.624863890479e-04, 7.027569177319e-05, 2.717310753108e-04, 165.011675
297, -3.009463522099e-04, -9.562932450728e-05, 3.157747213032e-04, -162.371719
298, -1.115748308239e-03, 5.621076147015e-04, 1.249343530757e-03, 153.261296
299, 1.541179744857e-04, -1.128690977508e-04, 1.910282264134e-04, -36.217376
300, 4.536662583645e-05, -2.548573443672e-04, 2.588636643441e-04, -79.906620
301, 5.529689254676e-05, -2.264606050026e-04, 2.331140320605e-04, -76.278091
302, 5.802968017472e-05, -2.153299799441e-05, 6.189599166188e-05, -20.358314
303, -3.734928961418e-07, 2.105488007085e-04, 2.105491319781e-04, 90.101637
304, 3.962968075753e-05, -6.550247950079e-04, 6.562225184128e-04, -86.537766
305, 2.225587700964e-02, -8.725086898906e-02, 9.004464559770e-02, -75.690190
306, 3.897071019786e-04, -8.373548560936e-04, 9.235988200274e-04, -65.042610
307, -7.255669505442e-04, -1.039148671797e-04, 7.329704628039e-04, -171.849589
308, 1.381488155308e-03, -8.575164345722e-04, 1.625990147208e-03, -31.828675
309, -1.102602104170e-06, -2.056752909840e-05, 2.059706252390e-05, -93.068625
310, -1.842199359636e-04, -6.996464417045e-05, 1.970584589413e-04, -159.203790
311, -2.403147078432e-04, -4.256259601253e-04, 4.887827909597e-04, -119.449715
312, 1.947259892141e-05, 9.133729519119e-05, 9.338995450045e-05, 77.965039
313, -5.214992855311e-05, 4.616556366629e-05, 6.964821833128e-05, 138.483239
314, -1.746656417077e-04, -1.780920482231e-04, 2.494491211319e-04, -134.443492
315, 7.088830719456e-05, -2.208556191765e-04, 2.319533500916e-04, -72.204862
316, -1.549770373386e-05, 5.018907903803e-05, 5.252734978760e-05, 107.159975
317, 1.598691604631e-04, -7.151965789990e-05, 1.751376885005e-04, -24.102009
318, 3.105447986540e-04, 4.519326671960e-05, 3.138160342109e-04, 8.280069
319, 5.627917403270e-04, 7.896182246171e-08, 5.627917458664e-04, 0.008039
320, -1.816387881121e-04, -1.261033196290e-04, 2.211214520762e-04, -145.229560
321, -3.924041739495e-06, -2.983873645498e-04, 2.984131656388e-04, -90.753444
322, 1.049258425879e-05, -6.607939924291e-05, 6.690725916321e-05, -80.977472
323, 5.895327955698e-06, 3.500435542225e-05, 3.549732088810e-05, 80.440130
324, 3.476701884263e-05, 5.411948026042e-05, 6.432467444816e-05, 57.282813
325, 2.205961091327e-04, -3.252483251429e-04, 3.930001480569e-04, -55.853348
326, -9.899258551986e-05, 2.228819290331e-04, 2.438767850318e-04, 113.948309
327, -6.984726506444e-04, -3.803340295383e-04, 7.953100135941e-04, -151.430716
328, -4.707216581388e-04, -3.218163678706e-04, 5.702145684480e-04, -145.640913
329, -1.097439023942e-03, -5.623491255455e-04, 1.233129737810e-03, -152.868515
330, 1.766864063141e-04, -4.014947702755e-04, 4.386526378978e-04, -66.247073
331, -2.028497460287e-05, -6.180045545280e-05, 6.504441935180e-05, -108.171564
