MoM Simulation Results
Geometry file: FordCar/FordCar.msh
Geometry format: msh
Frequency: 1.000000e+08 Hz
Tolerance: 1.000000e-06
Max iterations: 100
Mesh density: 3 elements/wavelength
Surface mesh: 4360 triangles (this determines 3D surface current plot points)

Basis functions: 4360
Iterations: 1
Converged: Yes

Current distribution (per basis function):
Index, Re(J), Im(J), |J|, Phase_deg
59, -7.186778964481e-04, -1.958148109176e-04, 7.448767408221e-04, -164.758851
60, -1.805657754854e-04, -1.216229925362e-04, 2.177065722253e-04, -146.037127
61, -5.227209131724e-04, 1.318439374832e-04, 5.390918075048e-04, 165.843768
62, -1.627327266657e-02, 1.041362212313e-02, 1.932001369057e-02, 147.383935
63, -4.889483126772e-02, -1.422461388721e-02, 5.092194188107e-02, -163.779090
64, 6.296545933622e-02, -5.245126123369e-02, 8.194988636006e-02, -39.794853
65, 2.893151794691e-02, -2.225882967102e-02, 3.650326326557e-02, -37.573339
66, -2.131403912212e-02, -2.365919569389e-02, 3.184408586506e-02, -132.014980
67, 6.703084542809e-03, -2.254454865829e-03, 7.072051267497e-03, -18.589386
68, 1.071571886003e-04, -1.104512055397e-03, 1.109697951510e-03, -84.458639
69, -4.576384019333e-04, -1.251917203271e-03, 1.332940205249e-03, -110.079888
70, 1.872130357148e-03, -4.007024424817e-03, 4.422795136024e-03, -64.957449
71, 2.669712320518e-03, -3.338348036247e-02, 3.349006009230e-02, -85.427726
72, -3.797046708433e-03, -3.703587489625e-03, 5.304161008051e-03, -135.713879
73, -3.015821680933e-03, -5.529822627764e-03, 6.298739453709e-03, -118.606904
74, -9.942355899453e-03, -1.872962275482e-02, 2.120493360917e-02, -117.960967
75, -4.051262397734e-04, -2.255642073609e-03, 2.291734808914e-03, -100.182091
76, 3.592139735567e-03, -4.276100720271e-03, 5.584666977514e-03, -49.968051
77, 2.842007370044e-04, -1.115589171868e-03, 1.151220769141e-03, -75.707686
78, -7.777833190250e-04, -2.653739629282e-03, 2.765371749218e-03, -106.335309
79, 7.179561033276e-03, -1.271658390831e-02, 1.460334218347e-02, -60.551687
80, 7.795020434719e-04, -1.554120256179e-02, 1.556073907314e-02, -87.128615
81, -1.931972430263e-02, -6.374181778220e-02, 6.660533823433e-02, -106.861710
82, -4.835520024469e-04, -1.356847635509e-03, 1.440436754966e-03, -109.615000
83, -7.143494476538e-04, -8.534833780736e-03, 8.564676456128e-03, -94.784397
84, -5.231184969705e-04, -1.848220606412e-04, 5.548082154874e-04, -160.541267
85, 2.708171179825e-03, -1.764788299739e-02, 1.785446625998e-02, -81.275684
86, 1.749936036198e-04, -1.137692827211e-04, 2.087252045124e-04, -33.029262
87, -5.807790550540e-04, -1.701425148842e-04, 6.051882237457e-04, -163.671755
88, 1.437195421594e-03, 1.043569737156e-03, 1.776110490976e-03, 35.983979
89, 6.552720107024e-04, -1.565941703801e-04, 6.737233424834e-04, -13.440236
90, 2.528644707846e-03, -1.052688152621e-02, 1.082632341681e-02, -76.492981
91, 9.054011382092e-04, 1.170701296806e-03, 1.479963765574e-03, 52.282223
92, -2.040285730487e-03, 3.573491178891e-03, 4.114924673386e-03, 119.724218
93, -1.913657685966e-03, -4.665701301337e-03, 5.042901384358e-03, -112.301200
94, 8.126955320563e-04, -2.530188670076e-03, 2.657504230289e-03, -72.193004
95, 2.534440355672e-03, 1.580177146612e-04, 2.539361635255e-03, 3.567669
96, 8.290024113397e-04, 7.512577489228e-04, 1.118764141061e-03, 42.183469
97, 3.413632851170e-04, 2.335573775926e-04, 4.136156924656e-04, 34.379547
98, 1.355218792871e-02, -5.730390656054e-02, 5.888462876468e-02, -76.694206
99, -4.044191087550e-04, 4.350953200842e-04, 5.940225190053e-04, 132.907319
100, 5.744683330509e-04, 7.667867605030e-04, 9.581105373395e-04, 53.159847
101, -9.811777426233e-04, -5.457654203687e-06, 9.811929211979e-04, -179.681304
102, 2.520147527355e-04, -9.872766080436e-04, 1.018934019643e-03, -75.680324
103, -8.602435692887e-04, 6.653552279892e-04, 1.087527736619e-03, 142.279848
104, 2.797075394902e-04, 1.807174869170e-04, 3.330091856470e-04, 32.866278
105, 9.219712282890e-06, -1.165191108885e-04, 1.168833020445e-04, -85.475830
106, 3.755412634150e-04, 3.520386968641e-04, 5.147450675986e-04, 43.149853
107, 1.151601988368e-03, 1.005101152178e-03, 1.528533763357e-03, 41.113974
108, -1.821187767245e-05, 6.540062022755e-05, 6.788898006676e-05, 105.560735
109, -3.921830356667e-05, 4.191132599200e-04, 4.209441767923e-04, 95.345856
110, 4.443874856946e-05, -8.185162386889e-05, 9.313694596879e-05, -61.501653
111, -7.096467869547e-04, -1.058692458126e-03, 1.274530612865e-03, -123.834142
112, -1.952345896459e-02, -1.054950155660e-01, 1.072863633422e-01, -100.484832
113, -2.300557273625e-03, -4.685234133630e-02, 4.690878864842e-02, -92.811096
114, -7.998626098834e-04, -5.840970465776e-04, 9.904289749952e-04, -143.861335
115, -3.375874037174e-05, -6.602646241136e-07, 3.376519659147e-05, -178.879533
116, -9.697293203662e-06, -1.315028426973e-05, 1.633913926290e-05, -126.405835
117, -7.450391467907e-05, -8.465020408472e-06, 7.498326395285e-05, -173.517939
118, 1.267117571945e-04, -5.124217931530e-04, 5.278560064160e-04, -76.110517
119, -1.452357464599e-05, 2.762909260883e-06, 1.478404166937e-05, 169.228973
120, -3.125092546299e-05, 8.339032259966e-06, 3.234439366144e-05, 165.059251
121, -2.296652826443e-06, 2.647212567043e-04, 2.647312190984e-04, 90.497071
122, 1.296937584821e-05, -8.252677674229e-06, 1.537242331862e-05, -32.469427
123, 2.025821892635e-04, -6.617588207277e-05, 2.131168477031e-04, -18.090242
124, -2.003766491277e-05, 1.229260013744e-04, 1.245484236314e-04, 99.258125
125, 3.849761906040e-06, 5.383101136712e-06, 6.618039330592e-06, 54.429284
126, 7.456997930468e-05, 1.450957010219e-04, 1.631362751460e-04, 62.799713
127, -2.305858643900e-04, 8.594875381199e-05, 2.460833784275e-04, 159.557524
128, -1.506923387369e-03, -1.128488027441e-03, 1.882632020199e-03, -143.171602
129, -2.308793346864e-06, 1.144805697099e-05, 1.167855021523e-05, 101.402213
130, 2.230564931076e-04, -1.923172659501e-04, 2.945167735461e-04, -40.767611
131, -1.413044966760e-04, 4.232148469954e-04, 4.461813168413e-04, 108.463319
132, -1.333929250263e-04, 1.014355168526e-05, 1.337780403798e-04, 175.651446
133, 5.007702713806e-05, 6.139790573782e-04, 6.160178500222e-04, 85.337194
134, 2.771659638966e-03, 3.784722888216e-03, 4.691079246278e-03, 53.783627
135, -4.156399485051e-05, 7.197670201060e-05, 8.311565015240e-05, 120.004911
136, -5.515359702924e-04, -6.052210461882e-04, 8.188311433229e-04, -132.342810
137, -1.069179347203e-03, -6.187806612203e-04, 1.235327480139e-03, -149.940164
138, -7.887640301626e-06, -2.844834345683e-05, 2.952157033366e-05, -105.496664
139, 4.215516162511e-04, 3.154782951120e-04, 5.265285555890e-04, 36.810229
140, 8.051467465245e-02, 7.598379781591e-05, 8.051471050638e-02, 0.054072
141, -6.132521137683e-01, -1.981210041064e+02, 1.981219532164e+02, -90.177349
142, 4.623243464514e-04, -1.252847972576e-03, 1.335429460402e-03, -69.744996
143, -4.320440972841e-03, -6.554950478842e-02, 6.569173302789e-02, -93.770974
144, -1.478296980112e-03, -1.234168803677e-02, 1.242990850965e-02, -96.830391
145, 9.584989884879e-04, -1.360072194631e-02, 1.363445480288e-02, -85.968795
146, -4.079748873538e-04, -2.507278027493e-03, 2.540253258213e-03, -99.241957
147, 1.004919347735e-03, -5.530043341847e-03, 5.620608708864e-03, -79.700600
148, -1.101989643123e-03, -5.436784603544e-04, 1.228807324931e-03, -153.740076
149, 1.252522736825e-03, -3.269931296462e-03, 3.501608757392e-03, -69.041035
150, -1.577535449086e-03, -5.339021143122e-04, 1.665433745542e-03, -161.302091
151, -2.262463923747e-03, -1.954023558315e-03, 2.989473377153e-03, -139.183793
152, -2.666100719293e-04, -2.792779069691e-04, 3.861050113314e-04, -133.670637
153, -1.936618356027e-04, -1.300669714234e-04, 2.332859267600e-04, -146.113940
154, -1.567794098181e-04, 7.843231613962e-05, 1.753037693774e-04, 153.422492
155, 3.828130145147e-04, -1.948703184259e-03, 1.985948112219e-03, -78.886053
156, 7.387411984456e-04, -1.084904106672e-03, 1.312537800962e-03, -55.747969
157, -1.597518907356e-04, -1.548471340572e-03, 1.556690129463e-03, -95.890223
158, -3.791369862449e-04, -7.078550651893e-04, 8.029966672739e-04, -118.174119
159, 7.879398637515e-04, -2.304849727897e-03, 2.435812286913e-03, -71.126406
160, 2.937687623816e-04, -6.224059842066e-04, 6.882508953335e-04, -64.733206
161, -2.583393634100e-04, -4.688938448202e-04, 5.353509730984e-04, -118.852782
162, 2.255452626432e-04, 8.540308251496e-06, 2.257068948123e-04, 2.168478
163, -1.278428858255e-04, 9.680773078500e-05, 1.603606566335e-04, 142.865543
164, 1.700243649815e-04, -6.982746049925e-04, 7.186763587769e-04, -76.315231
165, 4.325872935646e-04, -8.329980661301e-04, 9.386253484378e-04, -62.556530
166, -7.708603373729e-04, -3.521975317670e-03, 3.605348221463e-03, -102.345736
167, 5.147400162682e-04, -1.431074376723e-03, 1.520832389207e-03, -70.216960
168, -2.673995153113e-04, -4.297446838938e-03, 4.305757986033e-03, -93.560518
169, -2.677274829173e-04, -3.434966444025e-04, 4.355088401227e-04, -127.933494
170, 5.186863673984e-04, -1.117272956784e-03, 1.231801285795e-03, -65.097235
171, 3.367772795785e-03, -2.205349375442e-02, 2.230915687291e-02, -81.317481
172, -9.426872256381e-05, -9.399735719921e-04, 9.446887890186e-04, -95.726970
173, 8.973537484331e-04, -5.412291164956e-03, 5.486177121101e-03, -80.586041
174, -3.700823980750e-05, -3.300963790615e-04, 3.321644611983e-04, -96.396914
175, -5.041575010382e-05, -4.790562879038e-05, 6.954636675149e-05, -136.462430
176, -1.458865612288e-02, -9.444454637506e-02, 9.556464423343e-02, -98.780962
177, -4.203398982439e-04, -2.933021613579e-02, 2.933322798810e-02, -90.821066
178, -7.149698781097e-04, -8.808468452550e-03, 8.837437321202e-03, -94.640438
179, 4.416308876549e-04, -2.017731375957e-02, 2.018214627816e-02, -88.746139
180, -2.761388340026e-03, -9.456991422478e-03, 9.851900950033e-03, -106.277508
181, 1.430379790906e-02, -1.516989962226e-02, 2.085004770192e-02, -46.683185
182, 6.756114279836e-03, -2.570482905205e-02, 2.657787269059e-02, -75.273771
183, -5.632602375228e-03, -8.015900036335e-03, 9.796982336920e-03, -125.094897
184, -5.798958741603e-03, -8.737182775692e-03, 1.048648107530e-02, -123.572642
185, -1.273703214158e-03, -5.305263851689e-04, 1.379774663891e-03, -157.387161
186, -4.849663848867e-03, -1.424402128888e-02, 1.504697251692e-02, -108.802175
187, -1.093098085954e-02, -2.097090710740e-02, 2.364879040160e-02, -117.530554
188, 9.923730110448e-07, 1.923764912242e-05, 1.926322786945e-05, 87.047018
189, -7.443921185681e-05, 3.701077219924e-05, 8.313238551039e-05, 153.563684
190, 3.545889837828e-04, 1.303297455267e-05, 3.548284174721e-04, 2.104968
191, 1.471056700529e-04, 3.883693774267e-05, 1.521459361763e-04, 14.789057
192, -6.494940640643e-06, -3.944343076478e-07, 6.506906511433e-06, -176.524726
193, -7.085908433298e-05, 1.178002186421e-05, 7.183159992391e-05, 170.561144
194, -4.106323357660e-04, -1.100634845951e-05, 4.107798131396e-04, -178.464645
195, 4.562106834906e-04, -1.665235767816e-04, 4.856524367849e-04, -20.052822
196, 4.291489222335e-05, -3.974951157752e-05, 5.849539849589e-05, -42.807105
197, 7.729447378883e-04, -8.602279465107e-05, 7.777168437348e-04, -6.350446
198, 4.230640459038e-04, 1.867002553534e-04, 4.624285591154e-04, 23.812105
199, 1.730214670096e-05, 9.048099487704e-05, 9.212043592168e-05, 79.174356
200, -2.148116169086e-03, -1.802238757608e-03, 2.804009203857e-03, -140.003831
201, 1.508563081903e-04, 1.107789957194e-04, 1.871619929724e-04, 36.291123
202, 4.434743475325e-05, 8.152375099513e-05, 9.280526356576e-05, 61.454615
203, 8.405066264139e-05, -7.863524772176e-05, 1.151000263889e-04, -43.093468
204, 2.478383491063e-06, 8.276077127696e-05, 8.279787223768e-05, 88.284713
205, -2.497697443231e-04, 6.618293823584e-05, 2.583894473324e-04, 165.159068
206, 2.781199751175e-05, -1.394341981819e-04, 1.421808806704e-04, -78.719642
207, -2.759374586851e-04, 1.412120210585e-04, 3.099714761023e-04, 152.898735
208, 1.264288938141e-04, -2.058060703971e-05, 1.280930387538e-04, -9.245742
209, -3.527914310287e-04, 1.156235860076e-05, 3.529808520921e-04, 178.122865
210, -8.881017675154e-05, -7.425760029405e-05, 1.157645830817e-04, -140.099709
211, 3.883498658353e-04, -1.192090894629e-04, 4.062344462313e-04, -17.064556
212, -3.827475161337e-05, 9.756661799881e-05, 1.048055416416e-04, 111.419755
213, -6.885155460279e-05, 1.140522106635e-04, 1.332232837324e-04, 121.118731
214, 5.705005993986e-05, -2.987702448853e-06, 5.712823912098e-05, -2.997832
215, -4.318248621670e-05, 1.408187285485e-04, 1.472910093179e-04, 107.048315
216, -1.564553460495e-04, -9.846980688570e-05, 1.848636745701e-04, -147.814525
217, 1.283378092590e-04, -8.761621463484e-05, 1.553936753936e-04, -34.321351
218, 1.727078981303e-04, 1.913516481332e-05, 1.737647047275e-04, 6.322298
219, 5.086412146284e-05, 6.114671272960e-05, 7.953665400193e-05, 50.245050
220, -8.578976909199e-05, 1.121309511620e-04, 1.411851078880e-04, 127.419080
221, 1.839154105842e-04, -3.597948253694e-04, 4.040757288095e-04, -62.925360
222, 1.865978213926e-05, -2.417572389182e-04, 2.424762875805e-04, -85.586435
223, 5.643024224164e-05, -5.957099640370e-05, 8.205532189919e-05, -46.550915
224, 8.594182898094e-05, 1.604413718352e-04, 1.820094276815e-04, 61.823881
225, 3.814627669730e-05, 3.250062899015e-05, 5.011416277483e-05, 40.430998
226, -9.957966828731e-05, 5.884068274326e-05, 1.156647581673e-04, 149.421561
227, -2.761512537403e-06, -7.897941487140e-06, 8.366805317953e-06, -109.272162
228, 2.133808349260e-04, 2.343159649119e-04, 3.169153706060e-04, 47.677306
229, -1.646927540391e-04, -9.302400553576e-05, 1.891485364439e-04, -150.540778
230, 4.451808899246e-02, -2.600226448901e-01, 2.638060577454e-01, -80.284671
231, 2.296105788246e-02, -8.720251614476e-02, 9.017476920436e-02, -75.248432
232, 3.772868500566e-04, -2.069677057511e-03, 2.103784325831e-03, -79.668842
233, 7.304656109094e-04, -2.116588379486e-04, 7.605126378983e-04, -16.159410
234, -1.552541412269e-05, -3.792921183562e-04, 3.796097331877e-04, -92.343957
235, 2.165895503222e-06, -1.157828817527e-05, 1.177912816810e-05, -79.404409
236, -1.051159809972e-07, 7.457421140428e-06, 7.458161934094e-06, 90.807558
237, 9.379166832480e-05, 3.441655127013e-06, 9.385479229726e-05, 2.101507
238, 1.533205444434e-04, 1.233266690810e-05, 1.538157469880e-04, 4.598808
239, -5.705088254409e-05, -8.216989612261e-05, 1.000334695383e-04, -124.772400
240, -4.502371091153e-04, -6.639965470182e-04, 8.022498793248e-04, -124.140076
241, -1.094359673012e-04, 4.487819605724e-04, 4.619323317049e-04, 103.704184
242, -8.072052272583e-04, 4.450636911581e-06, 8.072174967641e-04, 179.684095
243, -2.849856083498e-05, 4.312904781660e-04, 4.322310082888e-04, 93.780461
244, -1.392690104374e-04, 7.147649327301e-07, 1.392708446055e-04, 179.705946
245, 1.997019468661e-05, 3.524046578659e-06, 2.027874700541e-05, 10.007686
246, 2.806928880037e-05, -7.355187796613e-06, 2.901695644415e-05, -14.683475
247, -3.405643131371e-04, -1.104474831973e-03, 1.155789213414e-03, -107.137123
248, -3.316591964658e-04, -1.151024105126e-04, 3.510646486136e-04, -160.860656
249, 2.754241628824e-04, 2.351589992176e-04, 3.621577341608e-04, 40.490922
250, 4.554329113716e-04, -9.510955779176e-04, 1.054515023646e-03, -64.412531
251, -7.092592967868e-05, 6.175072941211e-05, 9.404062996234e-05, 138.955968
252, -4.150165291890e-04, -2.930339442120e-04, 5.080429233446e-04, -144.774935
253, 2.428216792051e-04, 3.589255414886e-04, 4.333473343922e-04, 55.920712
254, 7.106762497770e-04, 1.330066134855e-04, 7.230155539323e-04, 10.600558
255, -2.381542521495e-04, -2.910406369400e-04, 3.760612984173e-04, -129.292956
256, 5.123800032540e-04, -2.258175697481e-04, 5.599346770307e-04, -23.784183
257, 1.479085613433e-04, -2.980328686115e-04, 3.327168966125e-04, -63.605590
258, -5.097541926727e-04, -4.303883776826e-04, 6.671457806144e-04, -139.825406
259, 1.966364638437e-04, 1.341102529320e-04, 2.380156693464e-04, 34.294820
260, 1.476603233158e-04, -1.910743445427e-04, 2.414807988726e-04, -52.303513
261, -6.100366655424e-04, -3.722315437016e-05, 6.111712497552e-04, -176.508261
262, -2.455305674270e-05, -4.376488515000e-06, 2.494005306996e-05, -169.893389
263, -5.890727489715e-06, 4.017919860792e-05, 4.060872653917e-05, 98.340790
264, 1.150066378070e-05, 6.336150018095e-05, 6.439677765678e-05, 79.712319
265, 1.726965520949e-04, -4.190897115684e-04, 4.532772721502e-04, -67.604647
266, -3.666608779377e-04, -5.815005132051e-05, 3.712433539858e-04, -170.988312
267, -9.209405752705e-05, 7.720872431053e-05, 1.201769634392e-04, 140.024603
268, 5.015529236950e-05, 3.627514654368e-04, 3.662023744177e-04, 82.127994
269, 7.654985463159e-05, -6.130725981435e-04, 6.178332225111e-04, -82.882734
270, -6.231572509108e-02, -1.354762451682e-01, 1.491209663276e-01, -114.701262
271, 8.448097903329e-04, -6.283998818539e-04, 1.052896003106e-03, -36.643196
272, 4.116998305270e-06, 1.262754175273e-04, 1.263425136157e-04, 88.132629
273, 3.996517981352e-04, 6.317433554802e-04, 7.475434615768e-04, 57.681845
274, 4.324328686398e-04, -4.496836284913e-04, 6.238698194441e-04, -46.120339
275, 1.709349995153e-04, -1.443160200527e-04, 2.237093822421e-04, -40.173541
276, -1.761008061575e-04, -4.054759289461e-05, 1.807086085909e-04, -167.033514
277, 9.356367936523e-04, -1.394373529973e-04, 9.459698647668e-04, -8.476368
278, 4.622497098303e-04, 1.443382499124e-05, 4.624750042349e-04, 1.788489
279, 1.696541966836e-04, 1.152093219847e-05, 1.700449303304e-04, 3.884896
280, -8.574135922211e-04, 2.285379647943e-04, 8.873486741286e-04, 165.075175
281, -1.016547711865e-04, 2.306462795048e-04, 2.520543567455e-04, 113.784950
282, 1.873996709182e-04, -1.200009114000e-04, 2.225283249321e-04, -32.633366
283, 9.112127740743e-04, -7.761802219915e-04, 1.196981393609e-03, -40.424692
284, 4.746924397760e-04, 6.086617355519e-04, 7.718821287642e-04, 52.049498
285, -6.944156774357e-04, -4.471212840855e-04, 8.259119661021e-04, -147.223271
286, 4.841504426354e-04, 1.125179887772e-04, 4.970532656592e-04, 13.083457
287, 6.145888256510e-04, -8.261073318545e-04, 1.029646904700e-03, -53.352316
288, 3.658138332792e-04, 4.201576111573e-04, 5.570926124369e-04, 48.955260
289, -5.822113805181e-05, 2.939489844230e-04, 2.996593171576e-04, 101.203315
290, 1.609502338366e-04, 5.071802765875e-04, 5.321060145605e-04, 72.393516
291, -1.204441263742e-04, 6.561776033469e-05, 1.371585872244e-04, 151.418525
292, 5.911309197532e-04, -4.215753760030e-04, 7.260589245649e-04, -35.495232
293, 2.101385515090e-04, -2.236031677890e-04, 3.068494540904e-04, -46.778058
294, -3.461908638349e-05, 4.701536652232e-05, 5.838600715288e-05, 126.365537
295, -1.060407790441e-03, -7.920815816498e-04, 1.323577694741e-03, -143.241761
296, 2.902099844733e-04, 5.784460196911e-04, 6.471643012284e-04, 63.356793
297, -7.811723463664e-04, 4.864933272279e-04, 9.202749546547e-04, 148.086449
298, 2.392208556534e-04, -5.543494113002e-04, 6.037631055211e-04, -66.658139
299, 1.916207048557e-05, 1.164186781097e-04, 1.179851412598e-04, 80.653140
300, -1.750665945416e-04, -9.258563568218e-04, 9.422623339558e-04, -100.707422
301, -1.089914408431e-04, -1.726788745786e-04, 2.041987460852e-04, -122.259299
302, 5.727233566704e-04, 1.252025895231e-04, 5.862488649875e-04, 12.331388
303, 3.036618959382e-04, -4.126651005532e-04, 5.123504974716e-04, -53.652301
304, 5.265062006864e-05, 2.686836922324e-04, 2.737937440214e-04, 78.912942
305, -1.365357054856e-03, 7.503838665291e-04, 1.557971705260e-03, 151.207332
306, -9.556307590039e-05, -2.988749295812e-05, 1.001277369707e-04, -162.632850
307, 8.902803311642e-05, 7.524748043343e-05, 1.165683232793e-04, 40.204865
308, -2.439443617951e-04, -3.464652044142e-04, 4.237298544136e-04, -125.149178
309, -7.824026933434e-04, 1.544139750840e-04, 7.974946082904e-04, 168.835656
310, 5.204867290307e-04, -1.412121670934e-03, 1.504989717114e-03, -69.766875
311, -5.175480880515e-04, 4.549604461782e-04, 6.890900021277e-04, 138.682301
312, -3.812459057793e-04, -2.738019341169e-04, 4.693782481109e-04, -144.314972
313, -1.415199518145e-03, 6.274177040547e-04, 1.548044783435e-03, 156.090268
314, -6.956145759741e-05, -3.882546182488e-04, 3.944368707089e-04, -100.157601
315, -6.114252834315e-03, -1.484731440862e-02, 1.605698704211e-02, -112.382289
316, -3.027369797629e-04, -2.613104819555e-05, 3.038626508733e-04, -175.066684
317, -3.980041553660e-04, 1.152548022109e-04, 4.143560994136e-04, 163.849940
318, -2.987124142737e-04, -7.124339382406e-04, 7.725226357837e-04, -112.747542
319, 3.104207409346e-05, -1.788691709119e-05, 3.582669628993e-05, -29.951203
320, -3.581239074065e-04, -8.673065392738e-05, 3.684765113094e-04, -166.386192
321, 3.181675665628e-04, -2.684299539148e-06, 3.181788897406e-04, -0.483379
322, -3.336215077761e-04, 9.648002899642e-04, 1.020854010114e-03, 109.075044
323, 5.878736877048e-04, 3.397534240635e-04, 6.789903253056e-04, 30.025168
324, -6.929419654594e-04, -4.728508061435e-05, 6.945534150398e-04, -176.096293
325, 2.207073704661e-05, 1.488228158233e-06, 2.212085569845e-05, 3.857611
326, -5.354219196152e-02, -7.914291448716e-02, 9.555295512733e-02, -124.079350
327, -3.756444564119e-04, -1.782149474582e-04, 4.157755706274e-04, -154.619190
328, -5.314291881757e-05, 1.106520993863e-04, 1.227520139103e-04, 115.653592
329, -7.714626281993e-04, 1.731031876915e-04, 7.906448635747e-04, 167.353263
330, 3.158302877447e-05, 1.322527838114e-05, 3.424026423420e-05, 22.721321
331, -1.679938594050e-04, 4.666189332230e-04, 4.959386712488e-04, 109.800077
